menu_item,category_item,class_item,,month ,year,month ,year
Rolls Sides,Sides,Bakery,,,,,
Rolls Sides Small,Sides,Bakery,,,,,
Rolls Sides Medium,Sides,Bakery,,,,,
Rolls Sides Large,Sides,Bakery,,,,,
Rolls Sides Extra Large,Sides,Bakery,,,,,
Rolls Sides King Size,Sides,Bakery,,,,,
Rolls Sides Family Size,Sides,Bakery,,,,,
Hot Rolls Sides,Sides,Bakery,,,,,
Iced Rolls Sides,Sides,Bakery,,,,,
Cold Rolls Sides,Sides,Bakery,,,,,
Hot Rolls Sides Small,Sides,Bakery,,,,,
Iced Rolls Sides Small,Sides,Bakery,,,,,
Hot Rolls Sides Medium,Sides,Bakery,,,,,
Iced Rolls Sides Medium,Sides,Bakery,,,,,
Hot Rolls Sides Large,Sides,Bakery,,,,,
Iced Rolls Sides Large,Sides,Bakery,,,,,
Muffins Sides,Sides,Bakery,,,,,
Muffins Sides Small,Sides,Bakery,,,,,
Muffins Sides Medium,Sides,Bakery,,,,,
Muffins Sides Large,Sides,Bakery,,,,,
Muffins Sides Extra Large,Sides,Bakery,,,,,
Muffins Sides King Size,Sides,Bakery,,,,,
Muffins Sides Family Size,Sides,Bakery,,,,,
Hot Muffins Sides,Sides,Bakery,,,,,
Iced Muffins Sides,Sides,Bakery,,,,,
Cold Muffins Sides,Sides,Bakery,,,,,
Hot Muffins Sides Small,Sides,Bakery,,,,,
Iced Muffins Sides Small,Sides,Bakery,,,,,
Hot Muffins Sides Medium,Sides,Bakery,,,,,
Iced Muffins Sides Medium,Sides,Bakery,,,,,
Hot Muffins Sides Large,Sides,Bakery,,,,,
Iced Muffins Sides Large,Sides,Bakery,,,,,
Danish Pastries,Pastries,Bakery,,,,,
Danish Pastries Small,Pastries,Bakery,,,,,
Danish Pastries Medium,Pastries,Bakery,,,,,
Danish Pastries Large,Pastries,Bakery,,,,,
Danish Pastries Extra Large,Pastries,Bakery,,,,,
Danish Pastries King Size,Pastries,Bakery,,,,,
Danish Pastries Family Size,Pastries,Bakery,,,,,
Hot Danish Pastries,Pastries,Bakery,,,,,
Iced Danish Pastries,Pastries,Bakery,,,,,
Cold Danish Pastries,Pastries,Bakery,,,,,
Hot Danish Pastries Small,Pastries,Bakery,,,,,
Iced Danish Pastries Small,Pastries,Bakery,,,,,
Hot Danish Pastries Medium,Pastries,Bakery,,,,,
Iced Danish Pastries Medium,Pastries,Bakery,,,,,
Hot Danish Pastries Large,Pastries,Bakery,,,,,
Iced Danish Pastries Large,Pastries,Bakery,,,,,
Cinnamon Roll Pastries,Pastries,Bakery,,,,,
Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,
Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,
Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,
Cinnamon Roll Pastries Extra Large,Pastries,Bakery,,,,,
Cinnamon Roll Pastries King Size,Pastries,Bakery,,,,,
Cinnamon Roll Pastries Family Size,Pastries,Bakery,,,,,
Hot Cinnamon Roll Pastries,Pastries,Bakery,,,,,
Iced Cinnamon Roll Pastries,Pastries,Bakery,,,,,
Cold Cinnamon Roll Pastries,Pastries,Bakery,,,,,
Hot Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,
Iced Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,
Hot Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,
Iced Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,
Hot Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,
Iced Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,
Donut Pastries,Pastries,Bakery,,,,,
Donut Pastries Small,Pastries,Bakery,,,,,
Donut Pastries Medium,Pastries,Bakery,,,,,
Donut Pastries Large,Pastries,Bakery,,,,,
Donut Pastries Extra Large,Pastries,Bakery,,,,,
Donut Pastries King Size,Pastries,Bakery,,,,,
Donut Pastries Family Size,Pastries,Bakery,,,,,
Hot Donut Pastries,Pastries,Bakery,,,,,
Iced Donut Pastries,Pastries,Bakery,,,,,
Cold Donut Pastries,Pastries,Bakery,,,,,
Hot Donut Pastries Small,Pastries,Bakery,,,,,
Iced Donut Pastries Small,Pastries,Bakery,,,,,
Hot Donut Pastries Medium,Pastries,Bakery,,,,,
Iced Donut Pastries Medium,Pastries,Bakery,,,,,
Hot Donut Pastries Large,Pastries,Bakery,,,,,
Iced Donut Pastries Large,Pastries,Bakery,,,,,
Coca Cola Cola,Cola,Carbonated Beverages,,,,,
Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,
Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,
Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,
Coca Cola Cola Extra Large,Cola,Carbonated Beverages,,,,,
Coca Cola Cola King Size,Cola,Carbonated Beverages,,,,,
Coca Cola Cola Family Size,Cola,Carbonated Beverages,,,,,
Hot Coca Cola Cola,Cola,Carbonated Beverages,,,,,
Iced Coca Cola Cola,Cola,Carbonated Beverages,,,,,
Cold Coca Cola Cola,Cola,Carbonated Beverages,,,,,
Hot Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,
Iced Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,
Hot Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,
Iced Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,
Hot Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,
Iced Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,
Pepsi Cola,Cola,Carbonated Beverages,,,,,
Pepsi Cola Small,Cola,Carbonated Beverages,,,,,
Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,
Pepsi Cola Large,Cola,Carbonated Beverages,,,,,
Pepsi Cola Extra Large,Cola,Carbonated Beverages,,,,,
Pepsi Cola King Size,Cola,Carbonated Beverages,,,,,
Pepsi Cola Family Size,Cola,Carbonated Beverages,,,,,
Hot Pepsi Cola,Cola,Carbonated Beverages,,,,,
Iced Pepsi Cola,Cola,Carbonated Beverages,,,,,
Cold Pepsi Cola,Cola,Carbonated Beverages,,,,,
Hot Pepsi Cola Small,Cola,Carbonated Beverages,,,,,
Iced Pepsi Cola Small,Cola,Carbonated Beverages,,,,,
Hot Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,
Iced Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,
Hot Pepsi Cola Large,Cola,Carbonated Beverages,,,,,
Iced Pepsi Cola Large,Cola,Carbonated Beverages,,,,,
Diet Cola Cola,Cola,Carbonated Beverages,,,,,
Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,
Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,
Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,
Diet Cola Cola Extra Large,Cola,Carbonated Beverages,,,,,
Diet Cola Cola King Size,Cola,Carbonated Beverages,,,,,
Diet Cola Cola Family Size,Cola,Carbonated Beverages,,,,,
Hot Diet Cola Cola,Cola,Carbonated Beverages,,,,,
Iced Diet Cola Cola,Cola,Carbonated Beverages,,,,,
Cold Diet Cola Cola,Cola,Carbonated Beverages,,,,,
Hot Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,
Iced Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,
Hot Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,
Iced Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,
Hot Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,
Iced Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,
Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
Sprite Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,
Sprite Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,
Sprite Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,
Hot Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Iced Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Cold Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Hot Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Iced Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Hot Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Iced Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Hot Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
Iced Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
7UP Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,
7UP Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,
7UP Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,
Hot 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Iced 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Cold 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Hot 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Iced 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Hot 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Iced 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Hot 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
Iced 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
Mountain Dew Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,
Mountain Dew Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,
Mountain Dew Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,
Hot Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Iced Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Cold Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,
Hot Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Iced Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,
Hot Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Iced Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,
Hot Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
Iced Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,
Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Fanta Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,
Fanta Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,
Fanta Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,
Hot Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Iced Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Cold Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Hot Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Iced Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Hot Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Iced Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Hot Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Iced Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Mirinda Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,
Mirinda Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,
Mirinda Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,
Hot Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Iced Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Cold Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Hot Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Iced Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Hot Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Iced Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Hot Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Iced Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Orange Crush Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,
Orange Crush Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,
Orange Crush Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,
Hot Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Iced Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Cold Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,
Hot Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Iced Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,
Hot Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Iced Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,
Hot Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Iced Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,
Classic Root Beer,Root Beer,Carbonated Beverages,,,,,
Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,
Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,
Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,
Classic Root Beer Extra Large,Root Beer,Carbonated Beverages,,,,,
Classic Root Beer King Size,Root Beer,Carbonated Beverages,,,,,
Classic Root Beer Family Size,Root Beer,Carbonated Beverages,,,,,
Hot Classic Root Beer,Root Beer,Carbonated Beverages,,,,,
Iced Classic Root Beer,Root Beer,Carbonated Beverages,,,,,
Cold Classic Root Beer,Root Beer,Carbonated Beverages,,,,,
Hot Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,
Iced Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,
Hot Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,
Iced Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,
Hot Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,
Iced Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,
Diet Root Beer,Root Beer,Carbonated Beverages,,,,,
Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,
Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,
Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,
Diet Root Beer Extra Large,Root Beer,Carbonated Beverages,,,,,
Diet Root Beer King Size,Root Beer,Carbonated Beverages,,,,,
Diet Root Beer Family Size,Root Beer,Carbonated Beverages,,,,,
Hot Diet Root Beer,Root Beer,Carbonated Beverages,,,,,
Iced Diet Root Beer,Root Beer,Carbonated Beverages,,,,,
Cold Diet Root Beer,Root Beer,Carbonated Beverages,,,,,
Hot Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,
Iced Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,
Hot Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,
Iced Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,
Hot Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,
Iced Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,
Orange Juice,Juice,Non-Carbonated Beverages,,,,,
Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,
Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,
Orange Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,
Orange Juice King Size,Juice,Non-Carbonated Beverages,,,,,
Orange Juice Family Size,Juice,Non-Carbonated Beverages,,,,,
Hot Orange Juice,Juice,Non-Carbonated Beverages,,,,,
Iced Orange Juice,Juice,Non-Carbonated Beverages,,,,,
Cold Orange Juice,Juice,Non-Carbonated Beverages,,,,,
Hot Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,
Iced Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,
Hot Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Iced Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Hot Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,
Iced Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,
Apple Juice,Juice,Non-Carbonated Beverages,,,,,
Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,
Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,
Apple Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,
Apple Juice King Size,Juice,Non-Carbonated Beverages,,,,,
Apple Juice Family Size,Juice,Non-Carbonated Beverages,,,,,
Hot Apple Juice,Juice,Non-Carbonated Beverages,,,,,
Iced Apple Juice,Juice,Non-Carbonated Beverages,,,,,
Cold Apple Juice,Juice,Non-Carbonated Beverages,,,,,
Hot Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,
Iced Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,
Hot Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Iced Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Hot Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,
Iced Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,
Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,
Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,
Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,
Cranberry Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,
Cranberry Juice King Size,Juice,Non-Carbonated Beverages,,,,,
Cranberry Juice Family Size,Juice,Non-Carbonated Beverages,,,,,
Hot Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,
Iced Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,
Cold Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,
Hot Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,
Iced Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,
Hot Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Iced Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Hot Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,
Iced Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,
Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,
Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,
Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,
Lemonade Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,
Lemonade Juice King Size,Juice,Non-Carbonated Beverages,,,,,
Lemonade Juice Family Size,Juice,Non-Carbonated Beverages,,,,,
Hot Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,
Iced Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,
Cold Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,
Hot Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,
Iced Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,
Hot Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Iced Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,
Hot Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,
Iced Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,
Still Water,Water,Non-Carbonated Beverages,,,,,
Still Water Small,Water,Non-Carbonated Beverages,,,,,
Still Water Medium,Water,Non-Carbonated Beverages,,,,,
Still Water Large,Water,Non-Carbonated Beverages,,,,,
Still Water Extra Large,Water,Non-Carbonated Beverages,,,,,
Still Water King Size,Water,Non-Carbonated Beverages,,,,,
Still Water Family Size,Water,Non-Carbonated Beverages,,,,,
Hot Still Water,Water,Non-Carbonated Beverages,,,,,
Iced Still Water,Water,Non-Carbonated Beverages,,,,,
Cold Still Water,Water,Non-Carbonated Beverages,,,,,
Hot Still Water Small,Water,Non-Carbonated Beverages,,,,,
Iced Still Water Small,Water,Non-Carbonated Beverages,,,,,
Hot Still Water Medium,Water,Non-Carbonated Beverages,,,,,
Iced Still Water Medium,Water,Non-Carbonated Beverages,,,,,
Hot Still Water Large,Water,Non-Carbonated Beverages,,,,,
Iced Still Water Large,Water,Non-Carbonated Beverages,,,,,
Sparkling Water,Water,Non-Carbonated Beverages,,,,,
Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,
Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,
Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,
Sparkling Water Extra Large,Water,Non-Carbonated Beverages,,,,,
Sparkling Water King Size,Water,Non-Carbonated Beverages,,,,,
Sparkling Water Family Size,Water,Non-Carbonated Beverages,,,,,
Hot Sparkling Water,Water,Non-Carbonated Beverages,,,,,
Iced Sparkling Water,Water,Non-Carbonated Beverages,,,,,
Cold Sparkling Water,Water,Non-Carbonated Beverages,,,,,
Hot Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,
Iced Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,
Hot Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,
Iced Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,
Hot Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,
Iced Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,
Bottled Water Water,Water,Non-Carbonated Beverages,,,,,
Bottled Water Water Small,Water,Non-Carbonated Beverages,,,,,
Bottled Water Water Medium,Water,Non-Carbonated Beverages,,,,,
Bottled Water Water Large,Water,Non-Carbonated Beverages,,,,,
Bottled Water Water Extra Large,Water,Non-Carbonated Beverages,,,,,
Bottled Water Water King Size,Water,Non-Carbonated Beverages,,,,,
Bottled Water Water Family Size,Water,Non-Carbonated Beverages,,,,,
Hot Bottled Water Water,Water,Non-Carbonated Beverages,,,,,
Iced Bottled Water Water,Water,Non-Carbonated Beverages,,,,,
Cold Bottled Water Water,Water,Non-Carbonated Beverages,,,,,
Hot Bottled Water Water Small,Water,Non-Carbonated Beverages,,,,,
Iced Bottled Water Water Small,Water,Non-Carbonated Beverages,,,,,
Hot Bottled Water Water Medium,Water,Non-Carbonated Beverages,,,,,
Iced Bottled Water Water Medium,Water,Non-Carbonated Beverages,,,,,
Hot Bottled Water Water Large,Water,Non-Carbonated Beverages,,,,,
Iced Bottled Water Water Large,Water,Non-Carbonated Beverages,,,,,
Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Iced Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Iced Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Iced Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Iced Tea Tea Extra Large,Tea,Non-Carbonated Beverages,,,,,
Iced Tea Tea King Size,Tea,Non-Carbonated Beverages,,,,,
Iced Tea Tea Family Size,Tea,Non-Carbonated Beverages,,,,,
Hot Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Iced Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Cold Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Hot Iced Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Iced Iced Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Hot Iced Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Iced Iced Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Hot Iced Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Iced Iced Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Sweet Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Sweet Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Sweet Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Sweet Tea Tea Extra Large,Tea,Non-Carbonated Beverages,,,,,
Sweet Tea Tea King Size,Tea,Non-Carbonated Beverages,,,,,
Sweet Tea Tea Family Size,Tea,Non-Carbonated Beverages,,,,,
Hot Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Iced Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Cold Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Hot Sweet Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Iced Sweet Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Hot Sweet Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Iced Sweet Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Hot Sweet Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Iced Sweet Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Green Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Green Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Green Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Green Tea Tea Extra Large,Tea,Non-Carbonated Beverages,,,,,
Green Tea Tea King Size,Tea,Non-Carbonated Beverages,,,,,
Green Tea Tea Family Size,Tea,Non-Carbonated Beverages,,,,,
Hot Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Iced Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Cold Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,
Hot Green Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Iced Green Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,
Hot Green Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Iced Green Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,
Hot Green Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
Iced Green Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,
