menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code,final_unique_code
Iced Rolls Sides,Sides,Bakery,,,,,IRS,S,BA,IRSSBA
Cold Rolls Sides,Sides,Bakery,,,,,CRS,S,BA,CRSSBA
Hot Rolls Sides Small,Sides,Bakery,,,,,HRSS,S,BA,HRSSSBA
Iced Rolls Sides Small,Sides,Bakery,,,,,IRSS,S,BA,IRSSSBA
Hot Rolls Sides Medium,Sides,Bakery,,,,,HRSM,S,BA,HRSMSBA
Iced Rolls Sides Medium,Sides,Bakery,,,,,IRSM,S,BA,IRSMSBA
Hot Rolls Sides Large,Sides,Bakery,,,,,HRSL,S,BA,HRSLSBA
Iced Rolls Sides Large,Sides,Bakery,,,,,IRSL,S,BA,IRSLSBA
Muffins Sides,Sides,Bakery,,,,,MS,S,BA,MSSBA
Muffins Sides Small,Sides,Bakery,,,,,MSS,S,BA,MSSSBA
Muffins Sides Medium,Sides,Bakery,,,,,MSM,S,BA,MSMSBA
Muffins Sides Large,Sides,Bakery,,,,,MSL,S,BA,MSLSBA
Muffins Sides Extra Large,Sides,Bakery,,,,,MSEL,S,BA,MSELSBA
Muffins Sides King Size,Sides,Bakery,,,,,MSKS,S,BA,MSKSSBA
Muffins Sides Family Size,Sides,Bakery,,,,,MSFS,S,BA,MSFSSBA
Hot Muffins Sides,Sides,Bakery,,,,,HMS,S,BA,HMSSBA
Iced Muffins Sides,Sides,Bakery,,,,,IMS,S,BA,IMSSBA
Cold Muffins Sides,Sides,Bakery,,,,,CMS,S,BA,CMSSBA
Hot Muffins Sides Small,Sides,Bakery,,,,,HMSS,S,BA,HMSSSBA
Iced Muffins Sides Small,Sides,Bakery,,,,,IMSS,S,BA,IMSSSBA
Hot Muffins Sides Medium,Sides,Bakery,,,,,HMSM,S,BA,HMSMSBA
Iced Muffins Sides Medium,Sides,Bakery,,,,,IMSM,S,BA,IMSMSBA
Hot Muffins Sides Large,Sides,Bakery,,,,,HMSL,S,BA,HMSLSBA
Iced Muffins Sides Large,Sides,Bakery,,,,,IMSL,S,BA,IMSLSBA
Danish Pastries,Pastries,Bakery,,,,,DP,P,BA,DPPBA
Danish Pastries Small,Pastries,Bakery,,,,,DPS,P,BA,DPSPBA
Danish Pastries Medium,Pastries,Bakery,,,,,DPM,P,BA,DPMPBA
Danish Pastries Large,Pastries,Bakery,,,,,DPL,P,BA,DPLPBA
Danish Pastries Extra Large,Pastries,Bakery,,,,,DPEL,P,BA,DPELPBA
Danish Pastries King Size,Pastries,Bakery,,,,,DPKS,P,BA,DPKSPBA
Danish Pastries Family Size,Pastries,Bakery,,,,,DPFS,P,BA,DPFSPBA
Hot Danish Pastries,Pastries,Bakery,,,,,HDP,P,BA,HDPPBA
Iced Danish Pastries,Pastries,Bakery,,,,,IDP,P,BA,IDPPBA
Cold Danish Pastries,Pastries,Bakery,,,,,CDP,P,BA,CDPPBA
Hot Danish Pastries Small,Pastries,Bakery,,,,,HDPS,P,BA,HDPSPBA
Iced Danish Pastries Small,Pastries,Bakery,,,,,IDPS,P,BA,IDPSPBA
Hot Danish Pastries Medium,Pastries,Bakery,,,,,HDPM,P,BA,HDPMPBA
Iced Danish Pastries Medium,Pastries,Bakery,,,,,IDPM,P,BA,IDPMPBA
Hot Danish Pastries Large,Pastries,Bakery,,,,,HDPL,P,BA,HDPLPBA
Iced Danish Pastries Large,Pastries,Bakery,,,,,IDPL,P,BA,IDPLPBA
Cinnamon Roll Pastries,Pastries,Bakery,,,,,CRP,P,BA,CRPPBA
Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,CRPS,P,BA,CRPSPBA
Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,CRPM,P,BA,CRPMPBA
Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,CRPL,P,BA,CRPLPBA
Cinnamon Roll Pastries Extra Large,Pastries,Bakery,,,,,CRPEL,P,BA,CRPELPBA
Cinnamon Roll Pastries King Size,Pastries,Bakery,,,,,CRPKS,P,BA,CRPKSPBA
Cinnamon Roll Pastries Family Size,Pastries,Bakery,,,,,CRPFS,P,BA,CRPFSPBA
Hot Cinnamon Roll Pastries,Pastries,Bakery,,,,,HCRP,P,BA,HCRPPBA
Iced Cinnamon Roll Pastries,Pastries,Bakery,,,,,ICRP,P,BA,ICRPPBA
Cold Cinnamon Roll Pastries,Pastries,Bakery,,,,,CCRP,P,BA,CCRPPBA
Hot Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,HCRPS,P,BA,HCRPSPBA
Iced Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,ICRPS,P,BA,ICRPSPBA
Hot Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,HCRPM,P,BA,HCRPMPBA
Iced Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,ICRPM,P,BA,ICRPMPBA
Hot Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,HCRPL,P,BA,HCRPLPBA
Iced Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,ICRPL,P,BA,ICRPLPBA
Donut Pastries,Pastries,Bakery,,,,,DP,P,BA,DPPBA
Donut Pastries Small,Pastries,Bakery,,,,,DPS,P,BA,DPSPBA
Donut Pastries Medium,Pastries,Bakery,,,,,DPM,P,BA,DPMPBA
Donut Pastries Large,Pastries,Bakery,,,,,DPL,P,BA,DPLPBA
Donut Pastries Extra Large,Pastries,Bakery,,,,,DPEL,P,BA,DPELPBA
Donut Pastries King Size,Pastries,Bakery,,,,,DPKS,P,BA,DPKSPBA
Donut Pastries Family Size,Pastries,Bakery,,,,,DPFS,P,BA,DPFSPBA
Hot Donut Pastries,Pastries,Bakery,,,,,HDP,P,BA,HDPPBA
Iced Donut Pastries,Pastries,Bakery,,,,,IDP,P,BA,IDPPBA
Cold Donut Pastries,Pastries,Bakery,,,,,CDP,P,BA,CDPPBA
Hot Donut Pastries Small,Pastries,Bakery,,,,,HDPS,P,BA,HDPSPBA
Iced Donut Pastries Small,Pastries,Bakery,,,,,IDPS,P,BA,IDPSPBA
Hot Donut Pastries Medium,Pastries,Bakery,,,,,HDPM,P,BA,HDPMPBA
Iced Donut Pastries Medium,Pastries,Bakery,,,,,IDPM,P,BA,IDPMPBA
Hot Donut Pastries Large,Pastries,Bakery,,,,,HDPL,P,BA,HDPLPBA
Iced Donut Pastries Large,Pastries,Bakery,,,,,IDPL,P,BA,IDPLPBA
Coca Cola Cola,Cola,Carbonated Beverages,,,,,CCC,C,CA,CCCCCA
Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,CCCS,C,CA,CCCSCCA
Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,CCCM,C,CA,CCCMCCA
Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,CCCL,C,CA,CCCLCCA
Coca Cola Cola Extra Large,Cola,Carbonated Beverages,,,,,CCCEL,C,CA,CCCELCCA
Coca Cola Cola King Size,Cola,Carbonated Beverages,,,,,CCCKS,C,CA,CCCKSCCA
Coca Cola Cola Family Size,Cola,Carbonated Beverages,,,,,CCCFS,C,CA,CCCFSCCA
Hot Coca Cola Cola,Cola,Carbonated Beverages,,,,,HCCC,C,CA,HCCCCCA
Iced Coca Cola Cola,Cola,Carbonated Beverages,,,,,ICCC,C,CA,ICCCCCA
Cold Coca Cola Cola,Cola,Carbonated Beverages,,,,,CCCC,C,CA,CCCCCCA
Hot Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,HCCCS,C,CA,HCCCSCCA
Iced Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,ICCCS,C,CA,ICCCSCCA
Hot Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,HCCCM,C,CA,HCCCMCCA
Iced Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,ICCCM,C,CA,ICCCMCCA
Hot Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,HCCCL,C,CA,HCCCLCCA
Iced Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,ICCCL,C,CA,ICCCLCCA
Pepsi Cola,Cola,Carbonated Beverages,,,,,PC,C,CA,PCCCA
Pepsi Cola Small,Cola,Carbonated Beverages,,,,,PCS,C,CA,PCSCCA
Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,PCM,C,CA,PCMCCA
Pepsi Cola Large,Cola,Carbonated Beverages,,,,,PCL,C,CA,PCLCCA
Pepsi Cola Extra Large,Cola,Carbonated Beverages,,,,,PCEL,C,CA,PCELCCA
Pepsi Cola King Size,Cola,Carbonated Beverages,,,,,PCKS,C,CA,PCKSCCA
Pepsi Cola Family Size,Cola,Carbonated Beverages,,,,,PCFS,C,CA,PCFSCCA
Hot Pepsi Cola,Cola,Carbonated Beverages,,,,,HPC,C,CA,HPCCCA
Iced Pepsi Cola,Cola,Carbonated Beverages,,,,,IPC,C,CA,IPCCCA
Cold Pepsi Cola,Cola,Carbonated Beverages,,,,,CPC,C,CA,CPCCCA
Hot Pepsi Cola Small,Cola,Carbonated Beverages,,,,,HPCS,C,CA,HPCSCCA
Iced Pepsi Cola Small,Cola,Carbonated Beverages,,,,,IPCS,C,CA,IPCSCCA
Hot Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,HPCM,C,CA,HPCMCCA
Iced Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,IPCM,C,CA,IPCMCCA
Hot Pepsi Cola Large,Cola,Carbonated Beverages,,,,,HPCL,C,CA,HPCLCCA
Iced Pepsi Cola Large,Cola,Carbonated Beverages,,,,,IPCL,C,CA,IPCLCCA
Diet Cola Cola,Cola,Carbonated Beverages,,,,,DCC,C,CA,DCCCCA
Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,DCCS,C,CA,DCCSCCA
Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,DCCM,C,CA,DCCMCCA
Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,DCCL,C,CA,DCCLCCA
Diet Cola Cola Extra Large,Cola,Carbonated Beverages,,,,,DCCEL,C,CA,DCCELCCA
Diet Cola Cola King Size,Cola,Carbonated Beverages,,,,,DCCKS,C,CA,DCCKSCCA
Diet Cola Cola Family Size,Cola,Carbonated Beverages,,,,,DCCFS,C,CA,DCCFSCCA
Hot Diet Cola Cola,Cola,Carbonated Beverages,,,,,HDCC,C,CA,HDCCCCA
Iced Diet Cola Cola,Cola,Carbonated Beverages,,,,,IDCC,C,CA,IDCCCCA
Cold Diet Cola Cola,Cola,Carbonated Beverages,,,,,CDCC,C,CA,CDCCCCA
Hot Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,HDCCS,C,CA,HDCCSCCA
Iced Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,IDCCS,C,CA,IDCCSCCA
Hot Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,HDCCM,C,CA,HDCCMCCA
Iced Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,IDCCM,C,CA,IDCCMCCA
Hot Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,HDCCL,C,CA,HDCCLCCA
Iced Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,IDCCL,C,CA,IDCCLCCA
Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,SCS,CS,CA,SCSCSCA
Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,SCSS,CS,CA,SCSSCSCA
Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,SCSM,CS,CA,SCSMCSCA
Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,SCSL,CS,CA,SCSLCSCA
Sprite Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,SCSEL,CS,CA,SCSELCSCA
Sprite Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,SCSKS,CS,CA,SCSKSCSCA
Sprite Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,SCSFS,CS,CA,SCSFSCSCA
Hot Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,HSCS,CS,CA,HSCSCSCA
Iced Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,ISCS,CS,CA,ISCSCSCA
Cold Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,CSCS,CS,CA,CSCSCSCA
Hot Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,HSCSS,CS,CA,HSCSSCSCA
Iced Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,ISCSS,CS,CA,ISCSSCSCA
Hot Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,HSCSM,CS,CA,HSCSMCSCA
Iced Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,ISCSM,CS,CA,ISCSMCSCA
Hot Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,HSCSL,CS,CA,HSCSLCSCA
Iced Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,ISCSL,CS,CA,ISCSLCSCA
7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,7CS,CS,CA,7CSCSCA
7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,7CSS,CS,CA,7CSSCSCA
7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,7CSM,CS,CA,7CSMCSCA
7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,7CSL,CS,CA,7CSLCSCA
7UP Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,7CSEL,CS,CA,7CSELCSCA
7UP Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,7CSKS,CS,CA,7CSKSCSCA
7UP Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,7CSFS,CS,CA,7CSFSCSCA
Hot 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,H7CS,CS,CA,H7CSCSCA
Iced 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,I7CS,CS,CA,I7CSCSCA
Cold 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,C7CS,CS,CA,C7CSCSCA
Hot 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,H7CSS,CS,CA,H7CSSCSCA
Iced 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,I7CSS,CS,CA,I7CSSCSCA
Hot 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,H7CSM,CS,CA,H7CSMCSCA
Iced 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,I7CSM,CS,CA,I7CSMCSCA
Hot 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,H7CSL,CS,CA,H7CSLCSCA
Iced 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,I7CSL,CS,CA,I7CSLCSCA
Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,MDCS,CS,CA,MDCSCSCA
Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,MDCSS,CS,CA,MDCSSCSCA
Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,MDCSM,CS,CA,MDCSMCSCA
Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,MDCSL,CS,CA,MDCSLCSCA
Mountain Dew Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,MDCSEL,CS,CA,MDCSELCSCA
Mountain Dew Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,MDCSKS,CS,CA,MDCSKSCSCA
Mountain Dew Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,MDCSFS,CS,CA,MDCSFSCSCA
Hot Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,HMDCS,CS,CA,HMDCSCSCA
Iced Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,IMDCS,CS,CA,IMDCSCSCA
Cold Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,CMDCS,CS,CA,CMDCSCSCA
Hot Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,HMDCSS,CS,CA,HMDCSSCSCA
Iced Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,IMDCSS,CS,CA,IMDCSSCSCA
Hot Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,HMDCSM,CS,CA,HMDCSMCSCA
Iced Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,IMDCSM,CS,CA,IMDCSMCSCA
Hot Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,HMDCSL,CS,CA,HMDCSLCSCA
Iced Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,IMDCSL,CS,CA,IMDCSLCSCA
Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,FOS,OS,CA,FOSOSCA
Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,FOSS,OS,CA,FOSSOSCA
Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,FOSM,OS,CA,FOSMOSCA
Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,FOSL,OS,CA,FOSLOSCA
Fanta Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,FOSEL,OS,CA,FOSELOSCA
Fanta Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,FOSKS,OS,CA,FOSKSOSCA
Fanta Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,FOSFS,OS,CA,FOSFSOSCA
Hot Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,HFOS,OS,CA,HFOSOSCA
Iced Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,IFOS,OS,CA,IFOSOSCA
Cold Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,CFOS,OS,CA,CFOSOSCA
Hot Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,HFOSS,OS,CA,HFOSSOSCA
Iced Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,IFOSS,OS,CA,IFOSSOSCA
Hot Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,HFOSM,OS,CA,HFOSMOSCA
Iced Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,IFOSM,OS,CA,IFOSMOSCA
Hot Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,HFOSL,OS,CA,HFOSLOSCA
Iced Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,IFOSL,OS,CA,IFOSLOSCA
Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,MOS,OS,CA,MOSOSCA
Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,MOSS,OS,CA,MOSSOSCA
Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,MOSM,OS,CA,MOSMOSCA
Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,MOSL,OS,CA,MOSLOSCA
Mirinda Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,MOSEL,OS,CA,MOSELOSCA
Mirinda Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,MOSKS,OS,CA,MOSKSOSCA
Mirinda Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,MOSFS,OS,CA,MOSFSOSCA
Hot Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,HMOS,OS,CA,HMOSOSCA
Iced Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,IMOS,OS,CA,IMOSOSCA
Cold Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,CMOS,OS,CA,CMOSOSCA
Hot Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,HMOSS,OS,CA,HMOSSOSCA
Iced Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,IMOSS,OS,CA,IMOSSOSCA
Hot Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,HMOSM,OS,CA,HMOSMOSCA
Iced Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,IMOSM,OS,CA,IMOSMOSCA
Hot Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,HMOSL,OS,CA,HMOSLOSCA
Iced Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,IMOSL,OS,CA,IMOSLOSCA
Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,OCOS,OS,CA,OCOSOSCA
Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,OCOSS,OS,CA,OCOSSOSCA
Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,OCOSM,OS,CA,OCOSMOSCA
Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,OCOSL,OS,CA,OCOSLOSCA
Orange Crush Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,OCOSEL,OS,CA,OCOSELOSCA
Orange Crush Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,OCOSKS,OS,CA,OCOSKSOSCA
Orange Crush Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,OCOSFS,OS,CA,OCOSFSOSCA
Hot Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,HOCOS,OS,CA,HOCOSOSCA
Iced Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,IOCOS,OS,CA,IOCOSOSCA
Cold Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,COCOS,OS,CA,COCOSOSCA
Hot Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,HOCOSS,OS,CA,HOCOSSOSCA
Iced Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,IOCOSS,OS,CA,IOCOSSOSCA
Hot Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,HOCOSM,OS,CA,HOCOSMOSCA
Iced Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,IOCOSM,OS,CA,IOCOSMOSCA
Hot Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,HOCOSL,OS,CA,HOCOSLOSCA
Iced Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,IOCOSL,OS,CA,IOCOSLOSCA
Classic Root Beer,Root Beer,Carbonated Beverages,,,,,CRB,RB,CA,CRBRBCA
Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,CRBS,RB,CA,CRBSRBCA
Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,CRBM,RB,CA,CRBMRBCA
Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,CRBL,RB,CA,CRBLRBCA
Classic Root Beer Extra Large,Root Beer,Carbonated Beverages,,,,,CRBEL,RB,CA,CRBELRBCA
Classic Root Beer King Size,Root Beer,Carbonated Beverages,,,,,CRBKS,RB,CA,CRBKSRBCA
Classic Root Beer Family Size,Root Beer,Carbonated Beverages,,,,,CRBFS,RB,CA,CRBFSRBCA
Hot Classic Root Beer,Root Beer,Carbonated Beverages,,,,,HCRB,RB,CA,HCRBRBCA
Iced Classic Root Beer,Root Beer,Carbonated Beverages,,,,,ICRB,RB,CA,ICRBRBCA
Cold Classic Root Beer,Root Beer,Carbonated Beverages,,,,,CCRB,RB,CA,CCRBRBCA
Hot Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,HCRBS,RB,CA,HCRBSRBCA
Iced Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,ICRBS,RB,CA,ICRBSRBCA
Hot Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,HCRBM,RB,CA,HCRBMRBCA
Iced Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,ICRBM,RB,CA,ICRBMRBCA
Hot Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,HCRBL,RB,CA,HCRBLRBCA
Iced Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,ICRBL,RB,CA,ICRBLRBCA
Diet Root Beer,Root Beer,Carbonated Beverages,,,,,DRB,RB,CA,DRBRBCA
Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,DRBS,RB,CA,DRBSRBCA
Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,DRBM,RB,CA,DRBMRBCA
Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,DRBL,RB,CA,DRBLRBCA
Diet Root Beer Extra Large,Root Beer,Carbonated Beverages,,,,,DRBEL,RB,CA,DRBELRBCA
Diet Root Beer King Size,Root Beer,Carbonated Beverages,,,,,DRBKS,RB,CA,DRBKSRBCA
Diet Root Beer Family Size,Root Beer,Carbonated Beverages,,,,,DRBFS,RB,CA,DRBFSRBCA
Hot Diet Root Beer,Root Beer,Carbonated Beverages,,,,,HDRB,RB,CA,HDRBRBCA
Iced Diet Root Beer,Root Beer,Carbonated Beverages,,,,,IDRB,RB,CA,IDRBRBCA
Cold Diet Root Beer,Root Beer,Carbonated Beverages,,,,,CDRB,RB,CA,CDRBRBCA
Hot Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,HDRBS,RB,CA,HDRBSRBCA
Iced Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,IDRBS,RB,CA,IDRBSRBCA
Hot Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,HDRBM,RB,CA,HDRBMRBCA
Iced Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,IDRBM,RB,CA,IDRBMRBCA
Hot Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,HDRBL,RB,CA,HDRBLRBCA
Iced Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,IDRBL,RB,CA,IDRBLRBCA
Orange Juice,Juice,Non-Carbonated Beverages,,,,,OJ,J,NO,OJJNO
Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,OJS,J,NO,OJSJNO
Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,OJM,J,NO,OJMJNO
Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,OJL,J,NO,OJLJNO
Orange Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,OJEL,J,NO,OJELJNO
Orange Juice King Size,Juice,Non-Carbonated Beverages,,,,,OJKS,J,NO,OJKSJNO
Orange Juice Family Size,Juice,Non-Carbonated Beverages,,,,,OJFS,J,NO,OJFSJNO
Hot Orange Juice,Juice,Non-Carbonated Beverages,,,,,HOJ,J,NO,HOJJNO
Iced Orange Juice,Juice,Non-Carbonated Beverages,,,,,IOJ,J,NO,IOJJNO
Cold Orange Juice,Juice,Non-Carbonated Beverages,,,,,COJ,J,NO,COJJNO
Hot Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,HOJS,J,NO,HOJSJNO
Iced Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,IOJS,J,NO,IOJSJNO
Hot Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,HOJM,J,NO,HOJMJNO
Iced Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,IOJM,J,NO,IOJMJNO
Hot Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,HOJL,J,NO,HOJLJNO
Iced Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,IOJL,J,NO,IOJLJNO
Apple Juice,Juice,Non-Carbonated Beverages,,,,,AJ,J,NO,AJJNO
Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,AJS,J,NO,AJSJNO
Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,AJM,J,NO,AJMJNO
