menu_item,category_item,class_item,month,year,month,year
Iced Biscuits Sides Medium,Sides,Bakery,1,2010,2,2010
Hot Biscuits Sides Large,Sides,Bakery,1,2010,2,2010
Iced Biscuits Sides Large,Sides,Bakery,1,2010,2,2010
Rolls Sides,Sides,Bakery,1,2010,2,2010
Rolls Sides Small,Sides,Bakery,1,2010,2,2010
Rolls Sides Medium,Sides,Bakery,1,2010,2,2010
Rolls Sides Large,Sides,Bakery,1,2010,2,2010
Rolls Sides Extra Large,Sides,Bakery,1,2010,2,2010
Rolls Sides King Size,Sides,Bakery,1,2010,2,2010
Rolls Sides Family Size,Sides,Bakery,1,2010,2,2010
Hot Rolls Sides,Sides,Bakery,1,2010,2,2010
Iced Rolls Sides,Sides,Bakery,1,2010,2,2010
Cold Rolls Sides,Sides,Bakery,1,2010,2,2010
Hot Rolls Sides Small,Sides,Bakery,1,2010,2,2010
Iced Rolls Sides Small,Sides,Bakery,1,2010,2,2010
Hot Rolls Sides Medium,Sides,Bakery,1,2010,2,2010
Iced Rolls Sides Medium,Sides,Bakery,1,2010,2,2010
Hot Rolls Sides Large,Sides,Bakery,1,2010,2,2010
Iced Rolls Sides Large,Sides,Bakery,1,2010,2,2010
Muffins Sides,Sides,Bakery,1,2010,2,2010
Muffins Sides Small,Sides,Bakery,1,2010,2,2010
Muffins Sides Medium,Sides,Bakery,1,2010,2,2010
Muffins Sides Large,Sides,Bakery,1,2010,2,2010
Muffins Sides Extra Large,Sides,Bakery,1,2010,2,2010
Muffins Sides King Size,Sides,Bakery,1,2010,2,2010
Muffins Sides Family Size,Sides,Bakery,1,2010,2,2010
Hot Muffins Sides,Sides,Bakery,1,2010,2,2010
Iced Muffins Sides,Sides,Bakery,1,2010,2,2010
Cold Muffins Sides,Sides,Bakery,1,2010,2,2010
Hot Muffins Sides Small,Sides,Bakery,1,2010,2,2010
Iced Muffins Sides Small,Sides,Bakery,1,2010,2,2010
Hot Muffins Sides Medium,Sides,Bakery,1,2010,2,2010
Iced Muffins Sides Medium,Sides,Bakery,1,2010,2,2010
Hot Muffins Sides Large,Sides,Bakery,1,2010,2,2010
Iced Muffins Sides Large,Sides,Bakery,1,2010,2,2010
Danish Pastries,Pastries,Bakery,1,2010,2,2010
Danish Pastries Small,Pastries,Bakery,1,2010,2,2010
Danish Pastries Medium,Pastries,Bakery,1,2010,2,2010
Danish Pastries Large,Pastries,Bakery,1,2010,2,2010
Danish Pastries Extra Large,Pastries,Bakery,1,2010,2,2010
Danish Pastries King Size,Pastries,Bakery,1,2010,2,2010
Danish Pastries Family Size,Pastries,Bakery,1,2010,2,2010
Hot Danish Pastries,Pastries,Bakery,1,2010,2,2010
Iced Danish Pastries,Pastries,Bakery,1,2010,2,2010
Cold Danish Pastries,Pastries,Bakery,1,2010,2,2010
Hot Danish Pastries Small,Pastries,Bakery,1,2010,2,2010
Iced Danish Pastries Small,Pastries,Bakery,1,2010,2,2010
Hot Danish Pastries Medium,Pastries,Bakery,1,2010,2,2010
Iced Danish Pastries Medium,Pastries,Bakery,1,2010,2,2010
Hot Danish Pastries Large,Pastries,Bakery,1,2010,2,2010
Iced Danish Pastries Large,Pastries,Bakery,1,2010,2,2010
Cinnamon Roll Pastries,Pastries,Bakery,1,2010,2,2010
Cinnamon Roll Pastries Small,Pastries,Bakery,1,2010,2,2010
Cinnamon Roll Pastries Medium,Pastries,Bakery,1,2010,2,2010
Cinnamon Roll Pastries Large,Pastries,Bakery,1,2010,2,2010
Cinnamon Roll Pastries Extra Large,Pastries,Bakery,1,2010,2,2010
Cinnamon Roll Pastries King Size,Pastries,Bakery,1,2010,2,2010
Cinnamon Roll Pastries Family Size,Pastries,Bakery,1,2010,2,2010
Hot Cinnamon Roll Pastries,Pastries,Bakery,1,2010,2,2010
Iced Cinnamon Roll Pastries,Pastries,Bakery,1,2010,2,2010
Cold Cinnamon Roll Pastries,Pastries,Bakery,1,2010,2,2010
Hot Cinnamon Roll Pastries Small,Pastries,Bakery,1,2010,2,2010
Iced Cinnamon Roll Pastries Small,Pastries,Bakery,1,2010,2,2010
Hot Cinnamon Roll Pastries Medium,Pastries,Bakery,1,2010,2,2010
Iced Cinnamon Roll Pastries Medium,Pastries,Bakery,1,2010,2,2010
Hot Cinnamon Roll Pastries Large,Pastries,Bakery,1,2010,2,2010
Iced Cinnamon Roll Pastries Large,Pastries,Bakery,1,2010,2,2010
Donut Pastries,Pastries,Bakery,1,2010,2,2010
Donut Pastries Small,Pastries,Bakery,1,2010,2,2010
Donut Pastries Medium,Pastries,Bakery,1,2010,2,2010
Donut Pastries Large,Pastries,Bakery,1,2010,2,2010
Donut Pastries Extra Large,Pastries,Bakery,1,2010,2,2010
Donut Pastries King Size,Pastries,Bakery,1,2010,2,2010
Donut Pastries Family Size,Pastries,Bakery,1,2010,2,2010
Hot Donut Pastries,Pastries,Bakery,1,2010,2,2010
Iced Donut Pastries,Pastries,Bakery,1,2010,2,2010
Cold Donut Pastries,Pastries,Bakery,1,2010,2,2010
Hot Donut Pastries Small,Pastries,Bakery,1,2010,2,2010
Iced Donut Pastries Small,Pastries,Bakery,1,2010,2,2010
Hot Donut Pastries Medium,Pastries,Bakery,1,2010,2,2010
Iced Donut Pastries Medium,Pastries,Bakery,1,2010,2,2010
Hot Donut Pastries Large,Pastries,Bakery,1,2010,2,2010
Iced Donut Pastries Large,Pastries,Bakery,1,2010,2,2010
Coca Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Coca Cola Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Coca Cola Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Coca Cola Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Coca Cola Cola Extra Large,Cola,Carbonated Beverages,1,2010,2,2010
Coca Cola Cola King Size,Cola,Carbonated Beverages,1,2010,2,2010
Coca Cola Cola Family Size,Cola,Carbonated Beverages,1,2010,2,2010
Hot Coca Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Iced Coca Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Cold Coca Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Hot Coca Cola Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Iced Coca Cola Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Hot Coca Cola Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Iced Coca Cola Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Hot Coca Cola Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Iced Coca Cola Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Pepsi Cola,Cola,Carbonated Beverages,1,2010,2,2010
Pepsi Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Pepsi Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Pepsi Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Pepsi Cola Extra Large,Cola,Carbonated Beverages,1,2010,2,2010
Pepsi Cola King Size,Cola,Carbonated Beverages,1,2010,2,2010
Pepsi Cola Family Size,Cola,Carbonated Beverages,1,2010,2,2010
Hot Pepsi Cola,Cola,Carbonated Beverages,1,2010,2,2010
Iced Pepsi Cola,Cola,Carbonated Beverages,1,2010,2,2010
Cold Pepsi Cola,Cola,Carbonated Beverages,1,2010,2,2010
Hot Pepsi Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Iced Pepsi Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Hot Pepsi Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Iced Pepsi Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Hot Pepsi Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Iced Pepsi Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Diet Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Diet Cola Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Diet Cola Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Diet Cola Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Diet Cola Cola Extra Large,Cola,Carbonated Beverages,1,2010,2,2010
Diet Cola Cola King Size,Cola,Carbonated Beverages,1,2010,2,2010
Diet Cola Cola Family Size,Cola,Carbonated Beverages,1,2010,2,2010
Hot Diet Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Iced Diet Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Cold Diet Cola Cola,Cola,Carbonated Beverages,1,2010,2,2010
Hot Diet Cola Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Iced Diet Cola Cola Small,Cola,Carbonated Beverages,1,2010,2,2010
Hot Diet Cola Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Iced Diet Cola Cola Medium,Cola,Carbonated Beverages,1,2010,2,2010
Hot Diet Cola Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Iced Diet Cola Cola Large,Cola,Carbonated Beverages,1,2010,2,2010
Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Sprite Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Sprite Citrus Soda King Size,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Sprite Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Cold Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
7UP Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
7UP Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
7UP Citrus Soda King Size,Citrus Soda,Carbonated Beverages,1,2010,2,2010
7UP Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Cold 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Mountain Dew Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Mountain Dew Citrus Soda King Size,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Mountain Dew Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Cold Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Hot Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Iced Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,1,2010,2,2010
Fanta Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Fanta Orange Soda Extra Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Fanta Orange Soda King Size,Orange Soda,Carbonated Beverages,1,2010,2,2010
Fanta Orange Soda Family Size,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Fanta Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Fanta Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Cold Fanta Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Mirinda Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Mirinda Orange Soda Extra Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Mirinda Orange Soda King Size,Orange Soda,Carbonated Beverages,1,2010,2,2010
Mirinda Orange Soda Family Size,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Mirinda Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Mirinda Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Cold Mirinda Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Orange Crush Orange Soda Extra Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Orange Crush Orange Soda King Size,Orange Soda,Carbonated Beverages,1,2010,2,2010
Orange Crush Orange Soda Family Size,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Cold Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,1,2010,2,2010
Hot Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Iced Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,1,2010,2,2010
Classic Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Classic Root Beer Small,Root Beer,Carbonated Beverages,1,2010,2,2010
Classic Root Beer Medium,Root Beer,Carbonated Beverages,1,2010,2,2010
Classic Root Beer Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Classic Root Beer Extra Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Classic Root Beer King Size,Root Beer,Carbonated Beverages,1,2010,2,2010
Classic Root Beer Family Size,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Classic Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Classic Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Cold Classic Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Classic Root Beer Small,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Classic Root Beer Small,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Classic Root Beer Medium,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Classic Root Beer Medium,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Classic Root Beer Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Classic Root Beer Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Diet Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Diet Root Beer Small,Root Beer,Carbonated Beverages,1,2010,2,2010
Diet Root Beer Medium,Root Beer,Carbonated Beverages,1,2010,2,2010
Diet Root Beer Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Diet Root Beer Extra Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Diet Root Beer King Size,Root Beer,Carbonated Beverages,1,2010,2,2010
Diet Root Beer Family Size,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Diet Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Diet Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Cold Diet Root Beer,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Diet Root Beer Small,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Diet Root Beer Small,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Diet Root Beer Medium,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Diet Root Beer Medium,Root Beer,Carbonated Beverages,1,2010,2,2010
Hot Diet Root Beer Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Iced Diet Root Beer Large,Root Beer,Carbonated Beverages,1,2010,2,2010
Orange Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Orange Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Orange Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Orange Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Orange Juice Extra Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Orange Juice King Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Orange Juice Family Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Orange Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Orange Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cold Orange Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Orange Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Orange Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Orange Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Orange Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Orange Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Orange Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Apple Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Apple Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Apple Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Apple Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Apple Juice Extra Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Apple Juice King Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Apple Juice Family Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Apple Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Apple Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cold Apple Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Apple Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Apple Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Apple Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Apple Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Apple Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Apple Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cranberry Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cranberry Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cranberry Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cranberry Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cranberry Juice Extra Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cranberry Juice King Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cranberry Juice Family Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Cranberry Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Cranberry Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cold Cranberry Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Cranberry Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Cranberry Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Cranberry Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Cranberry Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Cranberry Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Cranberry Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Lemonade Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Lemonade Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Lemonade Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Lemonade Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Lemonade Juice Extra Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Lemonade Juice King Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Lemonade Juice Family Size,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Lemonade Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Lemonade Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Cold Lemonade Juice,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Lemonade Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Lemonade Juice Small,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Lemonade Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Lemonade Juice Medium,Juice,Non-Carbonated Beverages,1,2010,2,2010
Hot Lemonade Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Iced Lemonade Juice Large,Juice,Non-Carbonated Beverages,1,2010,2,2010
Still Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Still Water Small,Water,Non-Carbonated Beverages,1,2010,2,2010
Still Water Medium,Water,Non-Carbonated Beverages,1,2010,2,2010
Still Water Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Still Water Extra Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Still Water King Size,Water,Non-Carbonated Beverages,1,2010,2,2010
Still Water Family Size,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Still Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Still Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Cold Still Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Still Water Small,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Still Water Small,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Still Water Medium,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Still Water Medium,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Still Water Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Still Water Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Sparkling Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Sparkling Water Small,Water,Non-Carbonated Beverages,1,2010,2,2010
Sparkling Water Medium,Water,Non-Carbonated Beverages,1,2010,2,2010
Sparkling Water Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Sparkling Water Extra Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Sparkling Water King Size,Water,Non-Carbonated Beverages,1,2010,2,2010
Sparkling Water Family Size,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Sparkling Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Sparkling Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Cold Sparkling Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Sparkling Water Small,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Sparkling Water Small,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Sparkling Water Medium,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Sparkling Water Medium,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Sparkling Water Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Sparkling Water Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Bottled Water Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Bottled Water Water Small,Water,Non-Carbonated Beverages,1,2010,2,2010
Bottled Water Water Medium,Water,Non-Carbonated Beverages,1,2010,2,2010
Bottled Water Water Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Bottled Water Water Extra Large,Water,Non-Carbonated Beverages,1,2010,2,2010
Bottled Water Water King Size,Water,Non-Carbonated Beverages,1,2010,2,2010
Bottled Water Water Family Size,Water,Non-Carbonated Beverages,1,2010,2,2010
Hot Bottled Water Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Iced Bottled Water Water,Water,Non-Carbonated Beverages,1,2010,2,2010
Cold Bottled Water Water,Water,Non-Carbonated Beverages,1,2010,2,2010
