menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code
Danish Pastries Family Size,Pastries,Bakery,,,,,DPFS,P,B
Hot Danish Pastries,Pastries,Bakery,,,,,HDP,P,B
Iced Danish Pastries,Pastries,Bakery,,,,,IDP,P,B
Cold Danish Pastries,Pastries,Bakery,,,,,CDP,P,B
Hot Danish Pastries Small,Pastries,Bakery,,,,,HDPS,P,B
Iced Danish Pastries Small,Pastries,Bakery,,,,,IDPS,P,B
Hot Danish Pastries Medium,Pastries,Bakery,,,,,HDPM,P,B
Iced Danish Pastries Medium,Pastries,Bakery,,,,,IDPM,P,B
Hot Danish Pastries Large,Pastries,Bakery,,,,,HDPL,P,B
Iced Danish Pastries Large,Pastries,Bakery,,,,,IDPL,P,B
Cinnamon Roll Pastries,Pastries,Bakery,,,,,CRP,P,B
Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,CRPS,P,B
Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,CRPM,P,B
Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,CRPL,P,B
Cinnamon Roll Pastries Extra Large,Pastries,Bakery,,,,,CRPEL,P,B
Cinnamon Roll Pastries King Size,Pastries,Bakery,,,,,CRPKS,P,B
Cinnamon Roll Pastries Family Size,Pastries,Bakery,,,,,CRPFS,P,B
Hot Cinnamon Roll Pastries,Pastries,Bakery,,,,,HCRP,P,B
Iced Cinnamon Roll Pastries,Pastries,Bakery,,,,,ICRP,P,B
Cold Cinnamon Roll Pastries,Pastries,Bakery,,,,,CCRP,P,B
Hot Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,HCRPS,P,B
Iced Cinnamon Roll Pastries Small,Pastries,Bakery,,,,,ICRPS,P,B
Hot Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,HCRPM,P,B
Iced Cinnamon Roll Pastries Medium,Pastries,Bakery,,,,,ICRPM,P,B
Hot Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,HCRPL,P,B
Iced Cinnamon Roll Pastries Large,Pastries,Bakery,,,,,ICRPL,P,B
Donut Pastries,Pastries,Bakery,,,,,DP,P,B
Donut Pastries Small,Pastries,Bakery,,,,,DPS,P,B
Donut Pastries Medium,Pastries,Bakery,,,,,DPM,P,B
Donut Pastries Large,Pastries,Bakery,,,,,DPL,P,B
Donut Pastries Extra Large,Pastries,Bakery,,,,,DPEL,P,B
Donut Pastries King Size,Pastries,Bakery,,,,,DPKS,P,B
Donut Pastries Family Size,Pastries,Bakery,,,,,DPFS,P,B
Hot Donut Pastries,Pastries,Bakery,,,,,HDP,P,B
Iced Donut Pastries,Pastries,Bakery,,,,,IDP,P,B
Cold Donut Pastries,Pastries,Bakery,,,,,CDP,P,B
Hot Donut Pastries Small,Pastries,Bakery,,,,,HDPS,P,B
Iced Donut Pastries Small,Pastries,Bakery,,,,,IDPS,P,B
Hot Donut Pastries Medium,Pastries,Bakery,,,,,HDPM,P,B
Iced Donut Pastries Medium,Pastries,Bakery,,,,,IDPM,P,B
Hot Donut Pastries Large,Pastries,Bakery,,,,,HDPL,P,B
Iced Donut Pastries Large,Pastries,Bakery,,,,,IDPL,P,B
Coca Cola Cola,Cola,Carbonated Beverages,,,,,CCC,C,CB
Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,CCCS,C,CB
Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,CCCM,C,CB
Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,CCCL,C,CB
Coca Cola Cola Extra Large,Cola,Carbonated Beverages,,,,,CCCEL,C,CB
Coca Cola Cola King Size,Cola,Carbonated Beverages,,,,,CCCKS,C,CB
Coca Cola Cola Family Size,Cola,Carbonated Beverages,,,,,CCCFS,C,CB
Hot Coca Cola Cola,Cola,Carbonated Beverages,,,,,HCCC,C,CB
Iced Coca Cola Cola,Cola,Carbonated Beverages,,,,,ICCC,C,CB
Cold Coca Cola Cola,Cola,Carbonated Beverages,,,,,CCCC,C,CB
Hot Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,HCCCS,C,CB
Iced Coca Cola Cola Small,Cola,Carbonated Beverages,,,,,ICCCS,C,CB
Hot Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,HCCCM,C,CB
Iced Coca Cola Cola Medium,Cola,Carbonated Beverages,,,,,ICCCM,C,CB
Hot Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,HCCCL,C,CB
Iced Coca Cola Cola Large,Cola,Carbonated Beverages,,,,,ICCCL,C,CB
Pepsi Cola,Cola,Carbonated Beverages,,,,,PC,C,CB
Pepsi Cola Small,Cola,Carbonated Beverages,,,,,PCS,C,CB
Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,PCM,C,CB
Pepsi Cola Large,Cola,Carbonated Beverages,,,,,PCL,C,CB
Pepsi Cola Extra Large,Cola,Carbonated Beverages,,,,,PCEL,C,CB
Pepsi Cola King Size,Cola,Carbonated Beverages,,,,,PCKS,C,CB
Pepsi Cola Family Size,Cola,Carbonated Beverages,,,,,PCFS,C,CB
Hot Pepsi Cola,Cola,Carbonated Beverages,,,,,HPC,C,CB
Iced Pepsi Cola,Cola,Carbonated Beverages,,,,,IPC,C,CB
Cold Pepsi Cola,Cola,Carbonated Beverages,,,,,CPC,C,CB
Hot Pepsi Cola Small,Cola,Carbonated Beverages,,,,,HPCS,C,CB
Iced Pepsi Cola Small,Cola,Carbonated Beverages,,,,,IPCS,C,CB
Hot Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,HPCM,C,CB
Iced Pepsi Cola Medium,Cola,Carbonated Beverages,,,,,IPCM,C,CB
Hot Pepsi Cola Large,Cola,Carbonated Beverages,,,,,HPCL,C,CB
Iced Pepsi Cola Large,Cola,Carbonated Beverages,,,,,IPCL,C,CB
Diet Cola Cola,Cola,Carbonated Beverages,,,,,DCC,C,CB
Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,DCCS,C,CB
Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,DCCM,C,CB
Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,DCCL,C,CB
Diet Cola Cola Extra Large,Cola,Carbonated Beverages,,,,,DCCEL,C,CB
Diet Cola Cola King Size,Cola,Carbonated Beverages,,,,,DCCKS,C,CB
Diet Cola Cola Family Size,Cola,Carbonated Beverages,,,,,DCCFS,C,CB
Hot Diet Cola Cola,Cola,Carbonated Beverages,,,,,HDCC,C,CB
Iced Diet Cola Cola,Cola,Carbonated Beverages,,,,,IDCC,C,CB
Cold Diet Cola Cola,Cola,Carbonated Beverages,,,,,CDCC,C,CB
Hot Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,HDCCS,C,CB
Iced Diet Cola Cola Small,Cola,Carbonated Beverages,,,,,IDCCS,C,CB
Hot Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,HDCCM,C,CB
Iced Diet Cola Cola Medium,Cola,Carbonated Beverages,,,,,IDCCM,C,CB
Hot Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,HDCCL,C,CB
Iced Diet Cola Cola Large,Cola,Carbonated Beverages,,,,,IDCCL,C,CB
Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,SCS,CS,CB
Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,SCSS,CS,CB
Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,SCSM,CS,CB
Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,SCSL,CS,CB
Sprite Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,SCSEL,CS,CB
Sprite Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,SCSKS,CS,CB
Sprite Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,SCSFS,CS,CB
Hot Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,HSCS,CS,CB
Iced Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,ISCS,CS,CB
Cold Sprite Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,CSCS,CS,CB
Hot Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,HSCSS,CS,CB
Iced Sprite Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,ISCSS,CS,CB
Hot Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,HSCSM,CS,CB
Iced Sprite Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,ISCSM,CS,CB
Hot Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,HSCSL,CS,CB
Iced Sprite Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,ISCSL,CS,CB
7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,7CS,CS,CB
7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,7CSS,CS,CB
7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,7CSM,CS,CB
7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,7CSL,CS,CB
7UP Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,7CSEL,CS,CB
7UP Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,7CSKS,CS,CB
7UP Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,7CSFS,CS,CB
Hot 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,H7CS,CS,CB
Iced 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,I7CS,CS,CB
Cold 7UP Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,C7CS,CS,CB
Hot 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,H7CSS,CS,CB
Iced 7UP Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,I7CSS,CS,CB
Hot 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,H7CSM,CS,CB
Iced 7UP Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,I7CSM,CS,CB
Hot 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,H7CSL,CS,CB
Iced 7UP Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,I7CSL,CS,CB
Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,MDCS,CS,CB
Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,MDCSS,CS,CB
Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,MDCSM,CS,CB
Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,MDCSL,CS,CB
Mountain Dew Citrus Soda Extra Large,Citrus Soda,Carbonated Beverages,,,,,MDCSEL,CS,CB
Mountain Dew Citrus Soda King Size,Citrus Soda,Carbonated Beverages,,,,,MDCSKS,CS,CB
Mountain Dew Citrus Soda Family Size,Citrus Soda,Carbonated Beverages,,,,,MDCSFS,CS,CB
Hot Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,HMDCS,CS,CB
Iced Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,IMDCS,CS,CB
Cold Mountain Dew Citrus Soda,Citrus Soda,Carbonated Beverages,,,,,CMDCS,CS,CB
Hot Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,HMDCSS,CS,CB
Iced Mountain Dew Citrus Soda Small,Citrus Soda,Carbonated Beverages,,,,,IMDCSS,CS,CB
Hot Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,HMDCSM,CS,CB
Iced Mountain Dew Citrus Soda Medium,Citrus Soda,Carbonated Beverages,,,,,IMDCSM,CS,CB
Hot Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,HMDCSL,CS,CB
Iced Mountain Dew Citrus Soda Large,Citrus Soda,Carbonated Beverages,,,,,IMDCSL,CS,CB
Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,FOS,OS,CB
Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,FOSS,OS,CB
Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,FOSM,OS,CB
Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,FOSL,OS,CB
Fanta Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,FOSEL,OS,CB
Fanta Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,FOSKS,OS,CB
Fanta Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,FOSFS,OS,CB
Hot Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,HFOS,OS,CB
Iced Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,IFOS,OS,CB
Cold Fanta Orange Soda,Orange Soda,Carbonated Beverages,,,,,CFOS,OS,CB
Hot Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,HFOSS,OS,CB
Iced Fanta Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,IFOSS,OS,CB
Hot Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,HFOSM,OS,CB
Iced Fanta Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,IFOSM,OS,CB
Hot Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,HFOSL,OS,CB
Iced Fanta Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,IFOSL,OS,CB
Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,MOS,OS,CB
Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,MOSS,OS,CB
Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,MOSM,OS,CB
Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,MOSL,OS,CB
Mirinda Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,MOSEL,OS,CB
Mirinda Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,MOSKS,OS,CB
Mirinda Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,MOSFS,OS,CB
Hot Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,HMOS,OS,CB
Iced Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,IMOS,OS,CB
Cold Mirinda Orange Soda,Orange Soda,Carbonated Beverages,,,,,CMOS,OS,CB
Hot Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,HMOSS,OS,CB
Iced Mirinda Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,IMOSS,OS,CB
Hot Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,HMOSM,OS,CB
Iced Mirinda Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,IMOSM,OS,CB
Hot Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,HMOSL,OS,CB
Iced Mirinda Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,IMOSL,OS,CB
Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,OCOS,OS,CB
Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,OCOSS,OS,CB
Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,OCOSM,OS,CB
Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,OCOSL,OS,CB
Orange Crush Orange Soda Extra Large,Orange Soda,Carbonated Beverages,,,,,OCOSEL,OS,CB
Orange Crush Orange Soda King Size,Orange Soda,Carbonated Beverages,,,,,OCOSKS,OS,CB
Orange Crush Orange Soda Family Size,Orange Soda,Carbonated Beverages,,,,,OCOSFS,OS,CB
Hot Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,HOCOS,OS,CB
Iced Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,IOCOS,OS,CB
Cold Orange Crush Orange Soda,Orange Soda,Carbonated Beverages,,,,,COCOS,OS,CB
Hot Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,HOCOSS,OS,CB
Iced Orange Crush Orange Soda Small,Orange Soda,Carbonated Beverages,,,,,IOCOSS,OS,CB
Hot Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,HOCOSM,OS,CB
Iced Orange Crush Orange Soda Medium,Orange Soda,Carbonated Beverages,,,,,IOCOSM,OS,CB
Hot Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,HOCOSL,OS,CB
Iced Orange Crush Orange Soda Large,Orange Soda,Carbonated Beverages,,,,,IOCOSL,OS,CB
Classic Root Beer,Root Beer,Carbonated Beverages,,,,,CRB,RB,CB
Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,CRBS,RB,CB
Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,CRBM,RB,CB
Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,CRBL,RB,CB
Classic Root Beer Extra Large,Root Beer,Carbonated Beverages,,,,,CRBEL,RB,CB
Classic Root Beer King Size,Root Beer,Carbonated Beverages,,,,,CRBKS,RB,CB
Classic Root Beer Family Size,Root Beer,Carbonated Beverages,,,,,CRBFS,RB,CB
Hot Classic Root Beer,Root Beer,Carbonated Beverages,,,,,HCRB,RB,CB
Iced Classic Root Beer,Root Beer,Carbonated Beverages,,,,,ICRB,RB,CB
Cold Classic Root Beer,Root Beer,Carbonated Beverages,,,,,CCRB,RB,CB
Hot Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,HCRBS,RB,CB
Iced Classic Root Beer Small,Root Beer,Carbonated Beverages,,,,,ICRBS,RB,CB
Hot Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,HCRBM,RB,CB
Iced Classic Root Beer Medium,Root Beer,Carbonated Beverages,,,,,ICRBM,RB,CB
Hot Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,HCRBL,RB,CB
Iced Classic Root Beer Large,Root Beer,Carbonated Beverages,,,,,ICRBL,RB,CB
Diet Root Beer,Root Beer,Carbonated Beverages,,,,,DRB,RB,CB
Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,DRBS,RB,CB
Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,DRBM,RB,CB
Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,DRBL,RB,CB
Diet Root Beer Extra Large,Root Beer,Carbonated Beverages,,,,,DRBEL,RB,CB
Diet Root Beer King Size,Root Beer,Carbonated Beverages,,,,,DRBKS,RB,CB
Diet Root Beer Family Size,Root Beer,Carbonated Beverages,,,,,DRBFS,RB,CB
Hot Diet Root Beer,Root Beer,Carbonated Beverages,,,,,HDRB,RB,CB
Iced Diet Root Beer,Root Beer,Carbonated Beverages,,,,,IDRB,RB,CB
Cold Diet Root Beer,Root Beer,Carbonated Beverages,,,,,CDRB,RB,CB
Hot Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,HDRBS,RB,CB
Iced Diet Root Beer Small,Root Beer,Carbonated Beverages,,,,,IDRBS,RB,CB
Hot Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,HDRBM,RB,CB
Iced Diet Root Beer Medium,Root Beer,Carbonated Beverages,,,,,IDRBM,RB,CB
Hot Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,HDRBL,RB,CB
Iced Diet Root Beer Large,Root Beer,Carbonated Beverages,,,,,IDRBL,RB,CB
Orange Juice,Juice,Non-Carbonated Beverages,,,,,OJ,J,NB
Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,OJS,J,NB
Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,OJM,J,NB
Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,OJL,J,NB
Orange Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,OJEL,J,NB
Orange Juice King Size,Juice,Non-Carbonated Beverages,,,,,OJKS,J,NB
Orange Juice Family Size,Juice,Non-Carbonated Beverages,,,,,OJFS,J,NB
Hot Orange Juice,Juice,Non-Carbonated Beverages,,,,,HOJ,J,NB
Iced Orange Juice,Juice,Non-Carbonated Beverages,,,,,IOJ,J,NB
Cold Orange Juice,Juice,Non-Carbonated Beverages,,,,,COJ,J,NB
Hot Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,HOJS,J,NB
Iced Orange Juice Small,Juice,Non-Carbonated Beverages,,,,,IOJS,J,NB
Hot Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,HOJM,J,NB
Iced Orange Juice Medium,Juice,Non-Carbonated Beverages,,,,,IOJM,J,NB
Hot Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,HOJL,J,NB
Iced Orange Juice Large,Juice,Non-Carbonated Beverages,,,,,IOJL,J,NB
Apple Juice,Juice,Non-Carbonated Beverages,,,,,AJ,J,NB
Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,AJS,J,NB
Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,AJM,J,NB
Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,AJL,J,NB
Apple Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,AJEL,J,NB
Apple Juice King Size,Juice,Non-Carbonated Beverages,,,,,AJKS,J,NB
Apple Juice Family Size,Juice,Non-Carbonated Beverages,,,,,AJFS,J,NB
Hot Apple Juice,Juice,Non-Carbonated Beverages,,,,,HAJ,J,NB
Iced Apple Juice,Juice,Non-Carbonated Beverages,,,,,IAJ,J,NB
Cold Apple Juice,Juice,Non-Carbonated Beverages,,,,,CAJ,J,NB
Hot Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,HAJS,J,NB
Iced Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,IAJS,J,NB
Hot Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,HAJM,J,NB
Iced Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,IAJM,J,NB
Hot Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,HAJL,J,NB
Iced Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,IAJL,J,NB
Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,CJ,J,NB
Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,CJS,J,NB
Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,CJM,J,NB
Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,CJL,J,NB
Cranberry Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,CJEL,J,NB
Cranberry Juice King Size,Juice,Non-Carbonated Beverages,,,,,CJKS,J,NB
Cranberry Juice Family Size,Juice,Non-Carbonated Beverages,,,,,CJFS,J,NB
Hot Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,HCJ,J,NB
Iced Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,ICJ,J,NB
Cold Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,CCJ,J,NB
Hot Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,HCJS,J,NB
Iced Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,ICJS,J,NB
Hot Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,HCJM,J,NB
Iced Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,ICJM,J,NB
Hot Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,HCJL,J,NB
Iced Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,ICJL,J,NB
Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,LJ,J,NB
Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,LJS,J,NB
Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,LJM,J,NB
Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,LJL,J,NB
Lemonade Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,LJEL,J,NB
Lemonade Juice King Size,Juice,Non-Carbonated Beverages,,,,,LJKS,J,NB
Lemonade Juice Family Size,Juice,Non-Carbonated Beverages,,,,,LJFS,J,NB
Hot Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,HLJ,J,NB
Iced Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,ILJ,J,NB
Cold Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,CLJ,J,NB
Hot Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,HLJS,J,NB
Iced Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,ILJS,J,NB
Hot Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,HLJM,J,NB
Iced Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,ILJM,J,NB
Hot Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,HLJL,J,NB
Iced Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,ILJL,J,NB
Still Water,Water,Non-Carbonated Beverages,,,,,SW,W,NB
Still Water Small,Water,Non-Carbonated Beverages,,,,,SWS,W,NB
Still Water Medium,Water,Non-Carbonated Beverages,,,,,SWM,W,NB
Still Water Large,Water,Non-Carbonated Beverages,,,,,SWL,W,NB
Still Water Extra Large,Water,Non-Carbonated Beverages,,,,,SWEL,W,NB
Still Water King Size,Water,Non-Carbonated Beverages,,,,,SWKS,W,NB
Still Water Family Size,Water,Non-Carbonated Beverages,,,,,SWFS,W,NB
Hot Still Water,Water,Non-Carbonated Beverages,,,,,HSW,W,NB
Iced Still Water,Water,Non-Carbonated Beverages,,,,,ISW,W,NB
Cold Still Water,Water,Non-Carbonated Beverages,,,,,CSW,W,NB
Hot Still Water Small,Water,Non-Carbonated Beverages,,,,,HSWS,W,NB
Iced Still Water Small,Water,Non-Carbonated Beverages,,,,,ISWS,W,NB
Hot Still Water Medium,Water,Non-Carbonated Beverages,,,,,HSWM,W,NB
Iced Still Water Medium,Water,Non-Carbonated Beverages,,,,,ISWM,W,NB
Hot Still Water Large,Water,Non-Carbonated Beverages,,,,,HSWL,W,NB
Iced Still Water Large,Water,Non-Carbonated Beverages,,,,,ISWL,W,NB
Sparkling Water,Water,Non-Carbonated Beverages,,,,,SW,W,NB
Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,SWS,W,NB
Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,SWM,W,NB
Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,SWL,W,NB
Sparkling Water Extra Large,Water,Non-Carbonated Beverages,,,,,SWEL,W,NB
Sparkling Water King Size,Water,Non-Carbonated Beverages,,,,,SWKS,W,NB
Sparkling Water Family Size,Water,Non-Carbonated Beverages,,,,,SWFS,W,NB
Hot Sparkling Water,Water,Non-Carbonated Beverages,,,,,HSW,W,NB
Iced Sparkling Water,Water,Non-Carbonated Beverages,,,,,ISW,W,NB
Cold Sparkling Water,Water,Non-Carbonated Beverages,,,,,CSW,W,NB
Hot Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,HSWS,W,NB
Iced Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,ISWS,W,NB
Hot Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,HSWM,W,NB
Iced Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,ISWM,W,NB
Hot Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,HSWL,W,NB
Iced Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,ISWL,W,NB
Bottled Water Water,Water,Non-Carbonated Beverages,,,,,BWW,W,NB
Bottled Water Water Small,Water,Non-Carbonated Beverages,,,,,BWWS,W,NB
Bottled Water Water Medium,Water,Non-Carbonated Beverages,,,,,BWWM,W,NB
Bottled Water Water Large,Water,Non-Carbonated Beverages,,,,,BWWL,W,NB
Bottled Water Water Extra Large,Water,Non-Carbonated Beverages,,,,,BWWEL,W,NB
